"repo","developer","week","commits","lines_added","lines_deleted","files_changed","mean_hour","hour_std","total_churn","churn_ratio","net_lines","avg_lines_per_commit","avg_files_per_commit","is_after_hours","hour_normalized","file_spread","commit_density","risk_intensity","workload_intensity","refactor_signal","repo_id","dev_id"
"requests","dev_requests_02",2024-04-15,2,793,278,9,16.07,2.89,1071,0.350567465321564,515,535.5,4.5,0,0.785555555555556,2.30258509299405,1.09861228866811,61.9038,13.9545626832615,0.259570494864613,4,26
"requests","dev_requests_02",2024-04-29,6,1669,1050,2,14.05,1.52,2719,0.629119233073697,619,453.166666666667,0.333333333333333,0,0.561111111111111,1.09861228866811,1.94591014905531,275.525333333333,47.4503229557403,0.386171386539169,4,26
"requests","dev_requests_02",2024-05-06,6,1430,1017,5,18.95,4.07,2447,0.711188811188811,413,407.833333333333,0.833333333333333,1,1.10555555555556,1.79175946922805,1.94591014905531,331.976333333333,46.8181598617933,0.415610952186351,4,26
"requests","dev_requests_02",2024-05-13,5,780,655,8,15.41,3.98,1435,0.83974358974359,125,287,1.6,0,0.712222222222222,2.19722457733622,1.79175946922805,126.917777777778,36.3480837480408,0.456445993031359,4,26
"requests","dev_requests_02",2024-05-27,2,675,162,9,14.69,2.38,837,0.24,513,418.5,4.5,0,0.632222222222222,2.30258509299405,1.09861228866811,39.8412,13.4620362009642,0.193548387096774,4,26
"requests","dev_requests_02",2024-06-03,5,994,301,3,14.45,1.23,1295,0.302816901408451,693,259,0.6,0,0.605555555555556,1.38629436111989,1.79175946922805,79.6425,35.8351893845611,0.232432432432432,4,26
"requests","dev_requests_02",2024-06-10,3,842,385,11,16.35,2.62,1227,0.457244655581948,457,409,3.66666666666667,0,0.816666666666667,2.484906649788,1.38629436111989,53.579,21.3394263261213,0.313773431132844,4,26
"requests","dev_requests_02",2024-06-17,5,1501,651,8,14.59,4.56,2152,0.433710859427049,850,430.4,1.6,0,0.621111111111111,2.19722457733622,1.79175946922805,218.069333333333,38.3730874868218,0.302509293680297,4,26
"requests","dev_requests_02",2024-06-24,3,808,419,7,15.84,1.93,1227,0.518564356435644,389,409,2.33333333333333,0,0.76,2.07944154167984,1.38629436111989,59.20275,21.3394263261213,0.341483292583537,4,26
"requests","dev_requests_03",2024-01-01,4,1642,726,6,12.67,3.86,2368,0.442143727161998,916,592,1.5,0,0.407777777777778,1.94591014905531,1.6094379124341,261.156571428571,31.0808928166351,0.306587837837838,4,27
"requests","dev_requests_03",2024-01-08,7,1865,1203,9,14.07,2.95,3068,0.645040214477212,662,438.285714285714,1.28571428571429,0,0.563333333333333,2.30258509299405,2.07944154167984,181.012,56.2037493823382,0.392112125162973,4,27
"requests","dev_requests_03",2024-01-15,5,1724,624,9,14.38,4.84,2348,0.361948955916473,1100,469.6,1.8,0,0.597777777777778,2.30258509299405,1.79175946922805,227.2864,38.8087249232946,0.265758091993186,4,27
"requests","dev_requests_03",2024-01-22,4,1128,234,13,12.16,4.49,1362,0.207446808510638,894,340.5,3.25,0,0.351111111111111,2.63905732961526,1.6094379124341,87.3625714285714,28.8697737267861,0.171806167400881,4,27
"requests","dev_requests_03",2024-01-29,2,876,379,4,10.75,1.6,1255,0.432648401826484,497,627.5,2,0,0.194444444444444,1.6094379124341,1.09861228866811,80.32,14.2713746940563,0.30199203187251,4,27
"requests","dev_requests_03",2024-02-05,8,2836,1261,9,11.79,3.7,4097,0.444640338504937,1575,512.125,1.125,0,0.31,2.30258509299405,2.19722457733622,303.178,66.5460346303908,0.307786185013424,4,27
"requests","dev_requests_03",2024-02-12,7,2216,1065,10,9.86,1.74,3281,0.480595667870036,1151,468.714285714286,1.42857142857143,0,0.0955555555555555,2.39789527279837,2.07944154167984,103.798909090909,56.6734579015503,0.324596159707406,4,27
"requests","dev_requests_03",2024-02-19,8,2241,1165,9,12.17,1.57,3406,0.519857206604195,1076,425.75,1.125,0,0.352222222222222,2.30258509299405,2.19722457733622,106.9484,65.0686993412877,0.342043452730476,4,27
"requests","dev_requests_03",2024-03-04,9,3022,1046,9,14.17,2.46,4068,0.346128391793514,1976,452,1,0,0.574444444444444,2.30258509299405,2.30258509299405,200.1456,74.8003729320152,0.257128810226155,4,27
"requests","dev_requests_03",2024-03-11,5,1415,527,9,13.84,3.6,1942,0.37243816254417,888,388.4,1.8,0,0.537777777777778,2.30258509299405,1.79175946922805,139.824,37.8599422468872,0.271369721936148,4,27
"requests","dev_requests_03",2024-03-18,3,706,393,8,14.7,2.98,1099,0.556657223796034,313,366.333333333333,2.66666666666667,0,0.633333333333333,2.19722457733622,1.38629436111989,72.7782222222222,21.0091963763594,0.357597816196542,4,27
"requests","dev_requests_03",2024-03-25,5,1929,320,10,16.7,3.53,2249,0.165889061689995,1609,449.8,2,0,0.855555555555556,2.39789527279837,1.79175946922805,144.344909090909,38.5934274759923,0.142285460204535,4,27
"requests","dev_requests_03",2024-04-08,4,1207,752,10,13.92,2.05,1959,0.623032311516156,455,489.75,2.5,0,0.546666666666667,2.39789527279837,1.6094379124341,73.0172727272727,30.3227990088983,0.383869321082185,4,27
"requests","dev_requests_03",2024-04-15,2,498,272,8,12.87,4.59,770,0.546184738955823,226,385,4,0,0.43,2.19722457733622,1.09861228866811,78.54,13.2953767471267,0.353246753246753,4,27
"requests","dev_requests_03",2024-04-22,9,2709,1236,14,14.15,1.18,3945,0.4562569213732,1473,438.333333333333,1.55555555555556,0,0.572222222222222,2.70805020110221,2.30258509299405,62.068,74.524119179243,0.313307984790875,4,27
"requests","dev_requests_03",2024-04-29,4,777,694,10,12.99,1.94,1471,0.893178893178893,83,367.75,2.5,0,0.443333333333333,2.39789527279837,1.6094379124341,51.8861818181818,29.1775091971553,0.471787899388171,4,27
"requests","dev_requests_03",2024-05-06,2,817,289,14,13.06,3.24,1106,0.353733170134639,528,553,7,0,0.451111111111111,2.70805020110221,1.09861228866811,47.7792,14.0188178654173,0.26130198915009,4,27
"requests","dev_requests_03",2024-05-20,6,1458,794,3,15.61,1.69,2252,0.544581618655693,664,375.333333333333,0.5,0,0.734444444444444,1.38629436111989,1.94591014905531,190.294,46.3201076425935,0.352575488454707,4,27
"requests","dev_requests_03",2024-05-27,1,327,127,9,14.01,2.86,454,0.388379204892966,200,454,9,0,0.556666666666667,2.30258509299405,0.693147180559945,25.9688,6.12029741895095,0.279735682819383,4,27
"requests","dev_requests_03",2024-06-03,4,1433,431,7,13.19,3.31,1864,0.300767620376832,1002,466,1.75,0,0.465555555555556,2.07944154167984,1.6094379124341,154.246,30.1240653283117,0.231223175965665,4,27
"requests","dev_requests_03",2024-06-10,5,1763,757,14,14.29,1.51,2520,0.429381735677822,1006,504,2.8,0,0.587777777777778,2.70805020110221,1.79175946922805,50.736,39.1620546359396,0.300396825396825,4,27
"requests","dev_requests_03",2024-06-17,7,2228,1640,3,18.98,2.09,3868,0.736086175942549,588,552.571428571429,0.428571428571429,1,1.10888888888889,1.38629436111989,2.07944154167984,404.206,57.8252594829036,0.423991726990693,4,27
"requests","dev_requests_03",2024-06-24,2,692,254,12,11.78,2.02,946,0.367052023121387,438,473,6,0,0.308888888888889,2.56494935746154,1.09861228866811,29.3987692307692,13.7065981863722,0.268498942917548,4,27
"requests","dev_requests_04",2024-01-01,7,3127,1399,14,14.58,4.82,4526,0.447393668052446,1728,646.571428571429,2,0,0.62,2.70805020110221,2.07944154167984,290.870933333333,58.9247032320517,0.309102960671675,4,28
"requests","dev_requests_04",2024-01-15,8,3708,1229,12,16.73,1,4937,0.331445523193096,2479,617.125,1.5,0,0.858888888888889,2.56494935746154,2.19722457733622,75.9538461538462,68.037725359241,0.248936601174803,4,28
"requests","dev_requests_04",2024-01-22,4,1119,916,13,15.58,2.35,2035,0.818588025022341,203,508.75,3.25,0,0.731111111111111,2.63905732961526,1.6094379124341,68.3178571428572,30.4749695106817,0.45012285012285,4,28
"requests","dev_requests_04",2024-01-29,8,3530,1097,9,15.86,4.67,4627,0.310764872521246,2433,578.375,1.125,0,0.762222222222222,2.30258509299405,2.19722457733622,432.1618,67.5190407065085,0.237086665225848,4,28
"requests","dev_requests_04",2024-02-05,5,1686,900,9,10.98,3.52,2586,0.533807829181495,786,517.2,1.8,0,0.22,2.30258509299405,1.79175946922805,182.0544,39.2912709109301,0.348027842227378,4,28
"requests","dev_requests_04",2024-02-12,1,562,254,12,13.61,1.79,816,0.451957295373665,308,816,12,0,0.512222222222222,2.56494935746154,0.693147180559945,22.4713846153846,6.70563909486,0.311274509803922,4,28
"requests","dev_requests_04",2024-02-19,4,1473,843,5,16.57,3.2,2316,0.572301425661914,630,579,1.25,0,0.841111111111111,1.79175946922805,1.6094379124341,247.04,30.9921140977295,0.3639896373057,4,28
"requests","dev_requests_04",2024-02-26,8,2753,1914,11,16.38,4.33,4667,0.695241554667635,839,583.375,1.375,0,0.82,2.484906649788,2.19722457733622,336.801833333333,67.5878879472516,0.410113563316906,4,28
"requests","dev_requests_04",2024-03-04,14,6173,1251,6,16.58,3.04,7424,0.202656730924996,4922,530.285714285714,0.428571428571429,0,0.842222222222222,1.94591014905531,2.70805020110221,644.827428571429,124.776511491393,0.168507543103448,4,28
"requests","dev_requests_04",2024-03-11,8,4264,1391,6,14.76,2.62,5655,0.326219512195122,2873,706.875,0.75,0,0.64,1.94591014905531,2.19722457733622,423.317142857143,69.1237776606113,0.245977011494253,4,28
"requests","dev_requests_04",2024-03-18,6,1565,877,7,16.08,4.07,2442,0.56038338658147,688,407,1.16666666666667,0,0.786666666666667,2.07944154167984,1.94591014905531,248.4735,46.8058924275464,0.359131859131859,4,28
"requests","dev_requests_04",2024-03-25,1,573,169,6,15.84,1.84,742,0.294938917975567,404,742,6,0,0.76,1.94591014905531,0.693147180559945,39.008,6.61069604471776,0.227762803234501,4,28
"requests","dev_requests_04",2024-04-01,6,1421,1285,4,12.78,3.74,2706,0.904292751583392,136,451,0.666666666666667,0,0.42,1.6094379124341,1.94591014905531,404.8176,47.4215777376858,0.474870657797487,4,28
"requests","dev_requests_04",2024-04-08,3,1385,701,8,13.91,2.06,2086,0.506137184115523,684,695.333333333333,2.66666666666667,0,0.545555555555556,2.19722457733622,1.38629436111989,95.4924444444444,22.9304487212316,0.336049856184084,4,28
"requests","dev_requests_04",2024-04-15,9,3620,1496,8,14.75,1.71,5116,0.413259668508287,2124,568.444444444444,0.888888888888889,0,0.638888888888889,2.19722457733622,2.30258509299405,194.408,76.8629124792458,0.292415949960907,4,28
"requests","dev_requests_04",2024-04-22,5,2856,861,11,17.57,1.56,3717,0.301470588235294,1995,743.4,2.2,0,0.952222222222222,2.484906649788,1.79175946922805,96.642,41.1047058414069,0.231638418079096,4,28
"requests","dev_requests_04",2024-04-29,3,901,539,2,12.4,3.31,1440,0.598224195338513,362,480,0.666666666666667,0,0.377777777777778,1.09861228866811,1.38629436111989,317.76,21.8192777879986,0.374305555555556,4,28
"requests","dev_requests_04",2024-05-13,4,1492,612,15,19.38,2.67,2104,0.410187667560322,880,526,3.75,1,1.15333333333333,2.77258872223978,1.6094379124341,70.221,30.6082829844659,0.290874524714829,4,28
"requests","dev_requests_04",2024-05-20,6,2346,1092,3,12.19,1.25,3438,0.465473145780051,1254,573,0.5,0,0.354444444444444,1.38629436111989,1.94591014905531,214.875,48.8576160625936,0.317626527050611,4,28
"requests","dev_requests_04",2024-05-27,1,332,152,2,10.65,2.09,484,0.457831325301205,180,484,2,0,0.183333333333333,1.09861228866811,0.693147180559945,67.4373333333333,6.18414889093748,0.31404958677686,4,28
"requests","dev_requests_04",2024-06-03,5,2047,964,6,15.33,3.06,3011,0.470933072789448,1083,602.2,1.2,0,0.703333333333333,1.94591014905531,1.79175946922805,263.247428571429,40.0517979445989,0.320159415476586,4,28
"requests","dev_requests_04",2024-06-10,2,942,290,3,17.52,1.85,1232,0.307855626326964,652,616,1.5,0,0.946666666666667,1.38629436111989,1.09861228866811,113.96,14.2344110063287,0.23538961038961,4,28
"requests","dev_requests_04",2024-06-17,9,4396,2202,5,11.82,4.9,6598,0.50090991810737,2194,733.111111111111,0.555555555555556,0,0.313333333333333,1.79175946922805,2.30258509299405,1077.67333333333,79.1520606124508,0.333737496210973,4,28
"requests","dev_requests_04",2024-06-24,2,1042,264,11,14.1,4.34,1306,0.253358925143954,778,653,5.5,0,0.566666666666667,2.484906649788,1.09861228866811,94.4673333333333,14.3509794272484,0.202143950995406,4,28
"requests","dev_requests_05",2024-01-01,4,1436,843,3,15.53,4.17,2279,0.587047353760446,593,569.75,0.75,0,0.725555555555556,1.38629436111989,1.6094379124341,475.1715,30.9277228877939,0.369899078543221,4,29
"requests","dev_requests_05",2024-01-08,5,2184,1372,17,12.79,3.22,3556,0.628205128205128,812,711.2,3.4,0,0.421111111111111,2.89037175789616,1.79175946922805,127.225777777778,40.8833638597423,0.385826771653543,4,29
"requests","dev_requests_05",2024-01-15,13,6855,3230,4,15.26,4.04,10085,0.471188913202042,3625,775.769230769231,0.307692307692308,0,0.695555555555555,1.6094379124341,2.63905732961526,1629.736,119.845746834277,0.320277640059494,4,29
"requests","dev_requests_05",2024-01-22,6,2518,1515,16,15.57,4.53,4033,0.601667990468626,1003,672.166666666667,2.66666666666667,0,0.73,2.83321334405622,1.94591014905531,214.935176470588,49.815082311085,0.375650880238036,4,29
"requests","dev_requests_05",2024-01-29,7,3483,1575,1,16.97,1.87,5058,0.452196382428941,1908,722.571428571429,0.142857142857143,0,0.885555555555555,0.693147180559945,2.07944154167984,945.846,59.7024688000435,0.311387900355872,4,29
"requests","dev_requests_05",2024-02-05,6,3426,1726,1,16.02,2.01,5152,0.50379451255108,1700,858.666666666667,0.166666666666667,0,0.78,0.693147180559945,1.94591014905531,1035.552,51.2840060899693,0.335015527950311,4,29
"requests","dev_requests_05",2024-02-12,8,3386,1601,6,17.48,2.48,4987,0.472829297105729,1785,623.375,0.75,0,0.942222222222222,1.94591014905531,2.19722457733622,353.364571428571,68.1183224543994,0.321034690194506,4,29
"requests","dev_requests_05",2024-02-19,4,2630,990,18,11.77,1.66,3620,0.376425855513308,1640,905,4.5,0,0.307777777777778,2.94443897916644,1.6094379124341,63.2547368421053,32.7780220390626,0.273480662983425,4,29
"requests","dev_requests_05",2024-02-26,12,5020,1772,16,15.85,1.95,6792,0.352988047808765,3248,566,1.33333333333333,0,0.761111111111111,2.83321334405622,2.56494935746154,155.816470588235,105.883775390296,0.260895170789164,4,29
"requests","dev_requests_05",2024-03-04,10,6505,2553,15,18.04,4.87,9058,0.392467332820907,3952,905.8,1.5,1,1.00444444444444,2.77258872223978,2.39789527279837,551.40575,91.1151401766929,0.281850298079046,4,29
"requests","dev_requests_05",2024-03-18,7,2900,1726,18,19.02,1.73,4626,0.595172413793103,1174,660.857142857143,2.57142857142857,1,1.11333333333333,2.94443897916644,2.07944154167984,84.2418947368421,59.077647922349,0.373108517077389,4,29
"requests","dev_requests_05",2024-03-25,7,3802,1334,16,13.03,4.42,5136,0.350867964229353,2468,733.714285714286,2.28571428571429,0,0.447777777777778,2.83321334405622,2.07944154167984,267.072,59.8095717132709,0.259735202492212,4,29
"requests","dev_requests_05",2024-04-01,7,3209,1433,12,18.25,4.29,4642,0.446556559675912,1776,663.142857142857,1.71428571428571,1,1.02777777777778,2.56494935746154,2.07944154167984,306.372,59.1018119161395,0.308703145196036,4,29
"requests","dev_requests_05",2024-04-08,4,2601,1086,11,17.42,1.53,3687,0.417531718569781,1515,921.75,2.75,0,0.935555555555556,2.484906649788,1.6094379124341,94.0185,32.8513583387059,0.294548413344182,4,29
"requests","dev_requests_05",2024-04-15,5,2651,1279,12,17.18,3.44,3930,0.482459449264429,1372,786,2.4,0,0.908888888888889,2.56494935746154,1.79175946922805,207.987692307692,41.3832456271093,0.325445292620865,4,29
"requests","dev_requests_05",2024-04-22,8,4467,1388,14,17.74,1.93,5855,0.310723080367137,3079,731.875,1.75,0,0.971111111111111,2.70805020110221,2.19722457733622,150.668666666667,69.4017764451292,0.237062339880444,4,29
"requests","dev_requests_05",2024-04-29,10,4807,2801,1,15.82,4.27,7608,0.582691907634699,2006,760.8,0.1,0,0.757777777777778,0.693147180559945,2.39789527279837,3248.616,89.3708703617652,0.3681650893796,4,29
"requests","dev_requests_05",2024-05-27,10,5252,3105,12,16.57,4.37,8357,0.591203351104341,2147,835.7,1.2,0,0.841111111111111,2.56494935746154,2.39789527279837,561.847538461538,90.3097444300786,0.371544812731842,4,29
"requests","dev_requests_05",2024-06-03,7,4010,1415,3,16.96,3.44,5425,0.35286783042394,2595,775,0.428571428571429,0,0.884444444444445,1.38629436111989,2.07944154167984,933.1,60.1927024525321,0.260829493087558,4,29
"requests","dev_requests_05",2024-06-10,6,2255,1359,6,19.88,4.07,3614,0.602660753880266,896,602.333333333333,1,1,1.20888888888889,1.94591014905531,1.94591014905531,420.256571428571,49.1570828075572,0.376037631433315,4,29
"requests","dev_requests_05",2024-06-24,12,5744,2868,18,15.94,3.59,8612,0.499303621169916,2876,717.666666666667,1.5,0,0.771111111111111,2.94443897916644,2.56494935746154,325.442947368421,108.73233562547,0.33302368787738,4,29
"requests","dev_requests_06",2024-01-01,9,5426,1792,16,18.55,3.92,7218,0.330261702911906,3634,802,1.77777777777778,1,1.06111111111111,2.83321334405622,2.30258509299405,332.877176470588,79.9602454632524,0.248268218343031,4,30
"requests","dev_requests_06",2024-01-08,8,3302,2217,15,18.93,1.48,5519,0.671411265899455,1085,689.875,1.875,1,1.10333333333333,2.77258872223978,2.19722457733622,102.1015,68.9290651141691,0.401703207102736,4,30
"requests","dev_requests_06",2024-01-15,9,4683,1382,11,17.91,4.06,6065,0.295109972240017,3301,673.888888888889,1.22222222222222,0,0.99,2.484906649788,2.30258509299405,410.398333333333,78.3940921942367,0.227864798021434,4,30
"requests","dev_requests_06",2024-01-22,6,2623,1201,11,16.13,2.18,3824,0.457872664887533,1422,637.333333333333,1.83333333333333,0,0.792222222222222,2.484906649788,1.94591014905531,138.938666666667,49.4958824775638,0.314069037656904,4,30
"requests","dev_requests_06",2024-01-29,4,1344,674,2,13.53,2.43,2018,0.501488095238095,670,504.5,0.5,0,0.503333333333333,1.09861228866811,1.6094379124341,326.916,30.4414304732514,0.333994053518335,4,30
"requests","dev_requests_06",2024-02-26,6,3033,1794,9,16.43,2.47,4827,0.591493570722057,1239,804.5,1.5,0,0.825555555555555,2.30258509299405,1.94591014905531,238.4538,50.8931254933045,0.371659415786203,4,30
"requests","dev_requests_06",2024-03-18,2,1171,399,7,18.42,2.44,1570,0.340734415029889,772,785,3.5,1,1.04666666666667,2.07944154167984,1.09861228866811,95.77,14.7189352765112,0.254140127388535,4,30
"requests","dev_requests_06",2024-03-25,3,1248,701,14,14.86,3.54,1949,0.561698717948718,547,649.666666666667,4.66666666666667,0,0.651111111111111,2.70805020110221,1.38629436111989,91.9928,22.7267539546734,0.359671626475115,4,30
"requests","dev_requests_06",2024-04-01,5,2219,1330,6,15.05,2.47,3549,0.599369085173502,889,709.8,1.2,0,0.672222222222222,1.94591014905531,1.79175946922805,250.458,40.8735144123473,0.374753451676529,4,30
"requests","dev_requests_06",2024-04-08,7,2780,1556,17,18.33,4.63,4336,0.559712230215827,1224,619.428571428571,2.42857142857143,1,1.03666666666667,2.89037175789616,2.07944154167984,223.063111111111,58.6245670068476,0.358856088560886,4,30
"requests","dev_requests_06",2024-04-22,6,2546,1177,1,19.79,1.72,3723,0.46229379418696,1369,620.5,0.166666666666667,1,1.19888888888889,0.693147180559945,1.94591014905531,640.356,49.3353218303817,0.31614289551437,4,30
"requests","dev_requests_06",2024-04-29,3,1843,637,4,16.93,1.96,2480,0.345632121540966,1206,826.666666666667,1.33333333333333,0,0.881111111111111,1.6094379124341,1.38629436111989,194.432,23.4492509510754,0.256854838709677,4,30
"requests","dev_requests_06",2024-05-06,9,4806,765,5,19.9,2.62,5571,0.159176029962547,4041,619,0.555555555555556,1,1.21111111111111,1.79175946922805,2.30258509299405,486.534,77.6295840140973,0.137318255250404,4,30
"requests","dev_requests_06",2024-05-13,3,1587,703,7,15.32,2.16,2290,0.442974165091367,884,763.333333333333,2.33333333333333,0,0.702222222222222,2.07944154167984,1.38629436111989,123.66,23.2102310473605,0.306986899563319,4,30
"requests","dev_requests_06",2024-05-27,6,2612,1448,7,16.46,4.3,4060,0.554364471669219,1164,676.666666666667,1.16666666666667,0,0.828888888888889,2.07944154167984,1.94591014905531,436.45,49.8551071661178,0.356650246305419,4,30
"requests","dev_requests_06",2024-06-03,5,2841,1376,5,14.17,4.66,4217,0.484336501231961,1465,843.4,1,0,0.574444444444444,1.79175946922805,1.79175946922805,655.040666666667,41.7355818051936,0.326298316338629,4,30
"requests","dev_requests_06",2024-06-10,3,1781,700,3,16,1.05,2481,0.393037619314992,1081,827,1,0,0.777777777777778,1.38629436111989,1.38629436111989,130.2525,23.4504598972937,0.282144296654575,4,30
"requests","dev_requests_06",2024-06-17,8,3703,2243,12,18.34,4.96,5946,0.605725087766676,1460,743.25,1.5,1,1.03777777777778,2.56494935746154,2.19722457733622,453.725538461538,69.5251373576528,0.377228388832829,4,30
"requests","dev_requests_06",2024-06-24,2,1399,458,7,13.48,2.24,1857,0.327376697641172,941,928.5,3.5,0,0.497777777777778,2.07944154167984,1.09861228866811,103.992,15.0545118387476,0.246634356488961,4,30
"requests","dev_requests_07",2024-01-01,4,1518,511,5,13.91,2.27,2029,0.336627140974967,1007,507.25,1.25,0,0.545555555555556,1.79175946922805,1.6094379124341,153.527666666667,30.4631642881433,0.251848201084278,4,31
"requests","dev_requests_07",2024-01-08,5,1733,501,1,17.31,4.77,2234,0.289094056549336,1232,446.8,0.2,0,0.923333333333333,0.693147180559945,1.79175946922805,1065.618,38.5599825352383,0.224261414503133,4,31
